in_ch,out_ch,batch_size,input_resolution,precision,groups_mode,2.0,3.0,5.0,7.0,9.0,11.0,norm_2,norm_3,norm_5,norm_7,norm_9,norm_11,winograd_signal
16.0,16.0,1.0,64.0,fp32,depthwise,0.11726260185241699,0.06987571716308594,0.0697934627532959,0.06900548934936523,0.06887197494506836,0.14503002166748047,0.029315650463104248,0.0077639685736762155,0.002791738510131836,0.0014082752928441884,0.0008502712956181278,0.0011985952203924005,False
16.0,16.0,1.0,128.0,fp32,depthwise,0.1514577865600586,0.07013916969299316,0.0971829891204834,0.16350030899047852,0.2980160713195801,0.41303277015686035,0.03786444664001465,0.0077932410769992405,0.003887319564819336,0.003336740999805684,0.0036792107570318526,0.0034134939682385155,False
16.0,16.0,8.0,64.0,fp32,depthwise,0.15639185905456543,0.06995081901550293,0.11961579322814941,0.1914668083190918,0.36918044090270996,0.46817898750305176,0.03909796476364136,0.00777231322394477,0.004784631729125977,0.0039074858840630975,0.00455778322102111,0.0038692478306037335,False
16.0,16.0,8.0,128.0,fp32,depthwise,0.19601702690124512,0.3744661808013916,0.7909643650054932,1.2565863132476807,2.1857523918151855,2.723705768585205,0.04900425672531128,0.04160735342237684,0.031638574600219724,0.02564461863770777,0.026984597429817105,0.022509965029629795,False
16.0,16.0,64.0,64.0,fp32,depthwise,0.34103870391845703,0.4836738109588623,0.9118819236755371,1.480727195739746,2.6630401611328125,3.5065579414367676,0.08525967597961426,0.0537415345509847,0.03647527694702148,0.030218922362035633,0.03287703902633102,0.028979817697824525,False
16.0,16.0,64.0,128.0,fp32,depthwise,1.3539958000183105,2.7245795726776123,5.887898206710815,9.760290384292603,17.135345935821533,21.511741876602173,0.33849895000457764,0.3027310636308458,0.23551592826843262,0.19918959967944086,0.21154748068915474,0.17778299071572043,False
32.0,32.0,1.0,64.0,fp32,depthwise,0.06712198257446289,0.07001638412475586,0.06967782974243164,0.06953239440917969,0.1036679744720459,0.13365507125854492,0.016780495643615723,0.007779598236083984,0.0027871131896972656,0.0014190284573301977,0.0012798515366919247,0.0011045873657730986,False
32.0,32.0,1.0,128.0,fp32,depthwise,0.06970643997192383,0.08760213851928711,0.19324898719787598,0.36447644233703613,0.5972516536712646,0.7061564922332764,0.017426609992980957,0.009733570946587456,0.007729959487915039,0.007438294741572166,0.007373477205818082,0.005836004068043606,False
32.0,32.0,8.0,64.0,fp32,depthwise,0.07626175880432129,0.1117408275604248,0.2437913417816162,0.3681623935699463,0.7207274436950684,0.9479224681854248,0.019065439701080322,0.012415647506713867,0.009751653671264649,0.007513518236121353,0.008897869675247758,0.00783406998500351,False
32.0,32.0,8.0,128.0,fp32,depthwise,0.3688323497772217,0.7487952709197998,1.5152764320373535,2.469393014907837,4.3027520179748535,5.391209125518799,0.09220808744430542,0.08319947454664442,0.06061105728149414,0.050395775814445654,0.05312039528364017,0.04455544731833718,False
32.0,32.0,64.0,64.0,fp32,depthwise,0.5634868144989014,0.860292911529541,1.8165969848632812,2.916475534439087,5.553483963012695,7.366592884063721,0.14087170362472534,0.09558810128106011,0.07266387939453126,0.05951990886610382,0.06856153040756414,0.06088093292614645,False
32.0,32.0,64.0,128.0,fp32,depthwise,2.582749128341675,5.278751850128174,11.871169805526733,19.400649070739746,34.240909814834595,42.733060121536255,0.6456872820854187,0.5865279833475748,0.47484679222106935,0.3959316136885662,0.42272728166462464,0.3531657861283988,False
64.0,64.0,1.0,64.0,fp32,depthwise,0.0675356388092041,0.06976842880249023,0.06974458694458008,0.0986325740814209,0.18559694290161133,0.24463295936584473,0.016883909702301025,0.007752047644721137,0.0027897834777832033,0.0020129096751310385,0.002291320282735942,0.0020217599947590474,False
64.0,64.0,1.0,128.0,fp32,depthwise,0.15715479850769043,0.18563270568847656,0.42600035667419434,0.655663013458252,1.1265838146209717,1.3673639297485352,0.03928869962692261,0.020625856187608507,0.017040014266967773,0.013380877825678612,0.013908442155814466,0.011300528345029216,False
64.0,64.0,8.0,64.0,fp32,depthwise,0.1577150821685791,0.2697443962097168,0.5014634132385254,0.8122599124908447,1.4292490482330322,1.8763351440429688,0.039428770542144775,0.029971599578857422,0.020058536529541017,0.016576732907976423,0.017645049978185584,0.015506902016884039,False
64.0,64.0,8.0,128.0,fp32,depthwise,0.6829380989074707,1.4124786853790283,3.028823137283325,4.899415969848633,8.578768968582153,10.632177591323853,0.17073452472686768,0.15694207615322536,0.12115292549133301,0.09998808101731904,0.10591072800718708,0.08786923629193266,False
64.0,64.0,64.0,64.0,fp32,depthwise,1.1076891422271729,1.7284607887268066,3.5738706588745117,5.863090753555298,10.893231630325317,14.717098474502563,0.2769222855567932,0.19205119874742296,0.14295482635498047,0.11965491333786323,0.1344843411151274,0.12162891301241788,False
64.0,64.0,64.0,128.0,fp32,depthwise,5.20769476890564,10.755268335342407,23.932918310165405,39.02074337005615,68.48190307617188,84.69686388969421,1.30192369222641,1.1950298150380452,0.9573167324066162,0.7963417014297174,0.8454555935329862,0.69997408173301,False
128.0,128.0,1.0,64.0,fp32,depthwise,0.06891369819641113,0.0704491138458252,0.15958070755004883,0.1987755298614502,0.38426995277404785,0.5180251598358154,0.017228424549102783,0.007827679316202799,0.006383228302001953,0.004056643466560208,0.004744073491037628,0.00428119966806459,False
128.0,128.0,1.0,128.0,fp32,depthwise,0.18248200416564941,0.3698599338531494,0.8267927169799805,1.2477493286132812,2.150944471359253,2.673358917236328,0.045620501041412354,0.04109554820590549,0.033071708679199216,0.025464272012515943,0.0265548700167809,0.022093875349060564,False
128.0,128.0,8.0,64.0,fp32,depthwise,0.3152012825012207,0.488818883895874,0.9368932247161865,1.4879810810089111,2.789515256881714,3.6904144287109375,0.07880032062530518,0.05431320932176378,0.03747572898864746,0.030366960836916555,0.03443845996150264,0.030499292799263947,False
